cohort,ferretID,DPI,sample,inf_route,diet,titer,log10_titer,HAI_21dpi,Ct_Mgene,resequenced
W17,1414,d08,1414_d08,Index,Obese,NA,NA,NA,39.51,yes
W17,1415,d02,1415_d02,Contact,Obese,NA,NA,NA,27.33,yes
W17,1415,d06,1415_d06,Contact,Obese,NA,NA,NA,34.02,yes
W17,1415,d08,1415_d08,Contact,Obese,NA,NA,NA,23.11,yes
W17,1416,d02,1416_d02,Index,Lean,NA,NA,NA,25.44,yes
W17,1416,d04,1416_d04,Index,Lean,NA,NA,NA,27.34,yes
W17,1416,d06,1416_d06,Index,Lean,NA,NA,NA,31.88,yes
W17,1416,d08,1416_d08,Index,Lean,NA,NA,NA,39.01,yes
W17,1417,d02,1417_d02,Aerosol,Obese,NA,NA,NA,26.15,yes
W17,1417,d04,1417_d04,Aerosol,Obese,NA,NA,NA,34.35,yes
W17,1417,d06,1417_d06,Aerosol,Obese,NA,NA,NA,39,yes
W17,1417,d08,1417_d08,Aerosol,Obese,NA,NA,NA,24.37,yes
W17,1417,d12,1417_d12,Aerosol,Obese,NA,NA,NA,28.01,yes
W17,HK1073,Stock,W17_HK1073,Control,Control,NA,NA,NA,ND,yes
