name,coverage_cutoff,percent_cutoff,segment,segment_length,input_length,filtered_length,percentage,pass,median_coverage,mean_coverage
New_F17_1789_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1986_d10_rep2,200,0.95,H9N2_PA,2151,2151,2148,0.99860529986053,YES,864.0,3266.1827057182704
New_Sm18_1972_d02_rep2,200,0.95,H9N2_PA,2151,2151,672,0.3124128312412831,NO,7.0,2034.2082752208275
New_Sm18_1912_d10_rep1,200,0.95,H9N2_PA,2151,2151,77,0.03579730357973036,NO,1.0,41.61366806136681
New_W17_1417_d02_rep2,200,0.95,H9N2_PA,2151,2151,800,0.3719200371920037,NO,85.0,1474.8498372849838
New_Sm18_1914_d02_rep2,200,0.95,H9N2_PA,2151,2151,78,0.03626220362622036,NO,115.0,119.00232450023245
New_Sm18_1981_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,1164.0,1980.3556485355648
New_Sm18_1974_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5772.0,6178.279869827987
New_F17_1789_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8755.0,8710.648535564853
New_W17_1408_d06_rep1,200,0.95,H9N2_PA,2151,2151,1030,0.4788470478847048,NO,174.0,1924.952580195258
New_Sp19_2244_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.2794049279404928
New_F17_1794_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,12953.0,12186.67549976755
New_F17_1794_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8030.0,9218.692236169223
New_Sm18_1912_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2253_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.45420734542073454
New_Sm18_1913_d10_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9872.0,10472.63319386332
New_Sm18_1913_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10098.0,9928.38028823803
New_Sp19_2231_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11744.0,11362.76150627615
New_Sp19_2254_d08_rep2,200,0.95,H9N2_PA,2151,2151,1987,0.9237563923756392,NO,282.0,480.9209669920967
New_W17_1409_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_W17_1416_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10648.0,10617.766155276615
New_W17_1416_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9402.0,9654.063226406322
New_F17_1797_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,539.0,526.1817759181776
New_F17_1800_d08_rep1,200,0.95,H9N2_PA,2151,2151,367,0.1706183170618317,NO,55.0,94.11390051139006
New_Sp20_2867_d02_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_FCC_1969_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5810.0,7687.68340306834
New_Sp19_2232_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.18549511854951187
New_FCC_2231_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10735.0,10701.776847977684
New_Sm18_1968_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6785.0,7446.4993026499305
New_Sp19_2254_d12_rep2,200,0.95,H9N2_PA,2151,2151,2093,0.9730357973035797,YES,653.0,611.4890748489075
New_W17_1408_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6180.0,8713.460251046024
New_Sm18_1913_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10307.0,10088.635053463506
New_FCC_1787_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,13393.0,12890.837284983729
New_Sp19_2251_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,4.95908879590888
New_Sm18_1974_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.2705718270571827
New_Sp19_2239_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7291.0,7160.897721989772
New_P2_Seq_Water_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0497443049744305
New_Sm18_1977_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.05718270571827057
New_Sp19_2232_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10854.0,13048.485820548582
New_W17_1417_d04_rep1,200,0.95,H9N2_PA,2151,2151,314,0.14597861459786146,NO,28.0,81.99907019990702
New_Sm18_1980_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,12368.0,12095.708042770804
New_FCC_1981_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,14732.0,13665.02510460251
New_Sm18_1980_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9739.0,9497.917247791725
New_W17_1408_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8767.0,9485.61180846118
New_Sm18_1910_d06_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,2.0,14.662947466294746
New_F17_1800_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.13761041376104138
New_Sp19_2239_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,30.0,30.15899581589958
New_Sp19_2251_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4280.0,5451.708042770804
New_F17_1800_d08_rep2,200,0.95,H9N2_PA,2151,2151,450,0.20920502092050208,NO,51.0,104.75685727568573
New_Sp19_2240_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8291.0,8669.871222687123
New_F17_1797_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9405.0,8727.733147373314
New_Sp19_2253_d10_rep1,200,0.95,H9N2_PA,2151,2151,306,0.14225941422594143,NO,67.0,100.46490004649
New_Sm18_1913_d04_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_FCC_1969_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4898.0,6896.670850767085
New_Sp19_2232_d12_rep2,200,0.95,H9N2_PA,2151,2151,701,0.32589493258949326,NO,31.0,136.52905625290563
New_Sp19_2251_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,1.1273826127382613
New_Sm18_1986_d04_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.058577405857740586
New_Sp19_2239_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4337.0,4150.301255230125
New_Sp19_2243_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9523.0,11229.584379358437
New_Sm18_1980_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4345.0,4234.344026034402
New_Sp19_2251_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.13482101348210135
New_Sp19_2240_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8102.0,8378.665736866573
New_Sm18_1914_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7567.0,7079.052533705253
New_Sm18_1977_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,110.0,99.10413761041376
New_Sp20_2867_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.06183170618317062
New_Sp19_2244_d12_rep2,200,0.95,H9N2_PA,2151,2151,375,0.17433751743375175,NO,0.0,521.4281729428172
New_Sp19_2254_d08_rep1,200,0.95,H9N2_PA,2151,2151,1209,0.5620641562064156,NO,219.0,463.45095304509533
New_Sm18_1975_d10_rep1,200,0.95,H9N2_PA,2151,2151,104,0.04834960483496048,NO,0.0,60.93584379358438
New_Sp19_2254_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10027.0,10665.078568107856
New_W17_1415_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11608.0,11388.715481171548
New_W17_1411_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,595.0,1222.1664342166434
New_Sp19_2239_d10_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3004.0,3403.0195258019526
New_Sm18_1980_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8562.0,9766.664807066481
New_FCC_1966_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11244.0,11907.311947931195
New_Sm18_1913_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9235.0,9004.251975825198
New_Sp19_2239_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5589.0,5215.764760576476
New_F17_1797_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7225.0,7819.272896327289
New_W17_1409_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3647.0,6168.175732217574
New_W17_1408_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6914.0,7787.492329149233
New_F17_1797_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9386.0,9204.092980009298
New_W17_1412_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4295.0,5702.146908414691
New_Sm18_1981_d12_rep1,200,0.95,H9N2_PA,2151,2151,94,0.04370060437006044,NO,0.0,40.56531845653185
New_Sm18_1984_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3176.0,4694.616922361693
New_Sp19_2254_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1971_d08_rep1,200,0.95,H9N2_PA,2151,2151,508,0.23616922361692236,NO,2.0,159.79497907949792
New_W17_1417_d12_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6791.0,7487.165039516504
New_F17_1794_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2239_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9186.0,9902.698279869828
New_Sp19_2253_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3157.0,5030.281729428173
New_Sp19_2251_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.07810320781032078
New_W17_1411_d08_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_F17_1801_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_W17_1411_d12_rep1,200,0.95,H9N2_PA,2151,2151,1769,0.8224081822408182,NO,345.0,330.4979079497908
New_W17_1416_d06_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_W17_1414_d02_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1984_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4862.0,6507.131566713157
ReSeq_Sp19_HK1073_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10071.0,10645.528126452813
New_Sp19_2244_d02_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1973_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7489.0,8141.5374244537425
New_Sm18_1974_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7629.0,8261.101813110181
New_Sm18_1973_d08_rep1,200,0.95,H9N2_PA,2151,2151,646,0.30032543003254303,NO,129.0,212.12319851231985
New_W17_1409_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8289.0,8661.586703858671
New_F17_1801_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6378.0,6870.280334728033
New_P1_3918_Uninfected_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1913_d04_rep1,200,0.95,H9N2_PA,2151,2151,479,0.22268712226871223,NO,0.0,272.0953045095305
New_F17_1801_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7160.0,7586.278940027894
New_F17_1801_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_F17_1800_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8600.0,9220.154346815434
New_Sp19_2243_d02_rep1,200,0.95,H9N2_PA,2151,2151,387,0.1799163179916318,NO,0.0,136.74523477452348
New_W17_1414_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_W17_1409_d02_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.13342631334263133
New_Sp20_2868_d02_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.16736401673640167
ReSeq_W17_HK1073_rep2,200,0.95,H9N2_PA,2151,2151,1098,0.5104602510460251,NO,224.0,2579.9019060901906
New_Sp19_2234_d04_rep1,200,0.95,H9N2_PA,2151,2151,1036,0.4816364481636448,NO,104.0,2582.3040446304044
New_F17_1801_d06_rep2,200,0.95,H9N2_PA,2151,2151,482,0.22408182240818225,NO,0.0,248.61645746164575
New_Sm18_1973_d06_rep1,200,0.95,H9N2_PA,2151,2151,2149,0.99907019990702,YES,348.0,458.1543468154347
New_Sp19_2231_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7302.0,7110.904230590423
New_P1_MRTPCR_Water_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.04602510460251046
New_FCC_1797_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10976.0,10467.633658763365
New_W17_1412_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4768.0,6220.089260808926
New_F17_1800_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7366.0,8091.154346815435
New_Sm18_1980_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2251_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6509.0,7781.401208740121
New_Sm18_1974_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5244.0,6174.521152952116
New_Sp19_2243_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9708.0,11556.51650395165
New_F17_1789_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7679.0,8256.294746629475
New_Sp19_2244_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.2384937238493724
New_W17_1417_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,395.0,1069.5876336587633
New_Sp20_2867_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,2048.0,2213.923291492329
New_Sm18_1980_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.08879590887959089
New_Sm18_1912_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6311.0,6701.374244537425
New_Sm18_1980_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3507.0,3389.9483960948396
New_Sp19_2231_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.05299860529986053
New_W17_1409_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4571.0,5818.42119944212
New_Sm18_1912_d08_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.9795443979544398
New_Sp19_2231_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_P1_MRTPCR_Water_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.05392840539284054
New_Sm18_1975_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11268.0,11078.442584844259
New_Sm18_1983_d06_rep2,200,0.95,H9N2_PA,2151,2151,479,0.22268712226871223,NO,0.0,206.43514644351464
New_Sp19_2232_d08_rep2,200,0.95,H9N2_PA,2151,2151,918,0.42677824267782427,NO,23.0,5542.594142259414
New_Sp19_2239_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8337.0,9295.551836355184
New_Sp19_2233_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6681.0,7229.847047884705
New_Sp20_2867_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.1297071129707113
New_F17_1797_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10917.0,10619.27289632729
New_Sp20_2868_d08_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2243_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,12535.0,12579.530450953045
New_Sp19_2232_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5061.0,4824.728963272896
New_Sp20_2868_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.08228730822873083
New_F17_1789_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5678.0,5879.801022780102
New_Sp19_2254_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10421.0,10384.28591352859
New_Sm18_1974_d06_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,29.0,43.96652719665272
New_Sp19_2232_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3831.0,3736.021850302185
New_Sm18_1986_d02_rep2,200,0.95,H9N2_PA,2151,2151,2138,0.9939562993956299,YES,761.0,761.3040446304045
New_F17_1794_d10_rep1,200,0.95,H9N2_PA,2151,2151,2142,0.99581589958159,YES,388.0,387.83589028358904
New_F17_1801_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7662.0,8331.447233844723
New_Sp19_2243_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,11.0,11.466294746629474
New_Sp19_2251_d08_rep2,200,0.95,H9N2_PA,2151,2151,892,0.41469084146908414,NO,109.0,334.17945141794513
New_FCC_1983_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9839.0,9720.693630869364
New_Sp19_2253_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3479.0,4977.423059042306
New_Sm18_1913_d02_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2239_d10_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,2079.0,2756.0753138075315
New_Sp20_2867_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.10227801022780102
New_Sm18_1977_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6242.0,7125.441190144119
New_F17_1794_d10_rep2,200,0.95,H9N2_PA,2151,2151,1774,0.8247326824732683,NO,270.0,285.58809855880986
New_Sm18_1981_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.20641562064156208
New_FCC_1787_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,14656.0,14578.427708042771
New_F17_1794_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,1279.0,1250.2329149232914
New_Sm18_1912_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3278.0,3697.536029753603
New_Sm18_1973_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,419.0,609.606229660623
New_Sp19_2232_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10119.0,12164.867968386798
New_W17_1417_d12_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6718.0,7807.596931659693
New_P2_3918_Uninfected_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.1301720130172013
New_Sp19_2239_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,39.0,28.518363551836355
New_FCC_2232_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,13461.0,12959.218967921897
New_Sp19_2235_d04_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0701999070199907
New_Sp20_2867_d08_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.2733612273361227
New_Sp19_2235_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.33286843328684335
New_W17_1409_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,2786.0,4705.287773128777
ReSeq_Sp19_HK1073_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11108.0,11920.676429567642
New_W17_1411_d06_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,1972.0,1945.7443049744304
New_Sm18_1980_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10580.0,10157.726173872617
New_Sp20_2868_d04_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_FCC_2231_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,12573.0,12893.135285913528
New_Sp19_2231_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,2267.0,2197.074848907485
New_F17_1789_d10_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sp19_2239_d08_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,13312.0,12997.139934913994
New_Sm18_1912_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_F17_1801_d06_rep1,200,0.95,H9N2_PA,2151,2151,457,0.21245932124593211,NO,1.0,164.5485820548582
New_Sm18_1910_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,5061.0,5240.025569502557
New_W17_1415_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3784.0,6205.075778707578
New_Sp19_2254_d12_rep1,200,0.95,H9N2_PA,2151,2151,2085,0.9693165969316597,YES,628.0,587.3714551371455
New_F17_1800_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11684.0,11362.691771269177
New_W17_1411_d04_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,14.0,26.03579730357973
New_Sp19_2244_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.02789400278940028
New_F17_1801_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6460.0,7197.622036262203
New_P2_3918_Uninfected_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.16550441655044165
New_F17_1789_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,108.0,104.9628079962808
New_W17_1408_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6924.0,8807.17480241748
New_FCC_2240_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,8559.0,8338.569037656904
New_Sp20_2868_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1914_d08_rep1,200,0.95,H9N2_PA,2151,2151,849,0.3947001394700139,NO,1.0,285.1854951185495
New_Sm18_1983_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1984_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_Sm18_1977_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,529.0,528.9632728963273
New_Sm18_1981_d04_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.13854021385402138
New_Sm18_1974_d10_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.1194793119479312
New_Sp19_2244_d06_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.04602510460251046
New_W17_1417_d04_rep2,200,0.95,H9N2_PA,2151,2151,323,0.15016271501627151,NO,0.0,52.624825662482564
New_Sm18_1975_d10_rep2,200,0.95,H9N2_PA,2151,2151,152,0.0706648070664807,NO,0.0,34.73640167364017
New_W17_1408_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,5.959553695955369
New_FCC_2233_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11220.0,10337.189214318922
New_Sp19_2239_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,15964.0,15634.907949790795
New_Sm18_1983_d06_rep1,200,0.95,H9N2_PA,2151,2151,459,0.21338912133891214,NO,0.0,142.08554160855417
New_Sp19_2234_d04_rep2,200,0.95,H9N2_PA,2151,2151,1380,0.6415620641562064,NO,474.0,3160.820548582055
New_F17_1800_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6968.0,7078.094839609484
New_W17_1414_d04_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,475.0,1222.0176662017666
New_F17_1794_d08_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,10465.0,10073.726173872617
New_Sm18_1970_d02_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6231.0,7362.968386796839
New_Sp20_2868_d02_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.11250581125058112
New_P2_Seq_Water_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.008833100883310088
New_W17_1416_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_F17_1794_d04_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,7196.0,6668.596931659693
ReSeq_F17_HK1073_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,4798.0,6885.819153881916
New_Sm18_1914_d04_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_W17_1414_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6744.0,8626.504881450488
New_Sm18_1977_d08_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.16317991631799164
New_Sm18_1975_d06_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,3530.0,3671.5536959553697
ReSeq_Sp20_HK1073_rep1,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6990.0,7674.707112970711
New_Sp20_2868_d12_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.0
New_FCC_2240_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,11753.0,10942.730357973036
New_P2_MRTPCR_Water_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.06229660622966062
New_Sm18_1977_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,6325.0,7567.558809855881
New_Sm18_1973_d08_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,1.0,22.179916317991633
New_Sm18_1912_d02_rep2,200,0.95,H9N2_PA,2151,2151,2151,1.0,YES,9420.0,9969.09158530916
New_W17_1417_d06_rep1,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.04509530450953045
New_F17_1794_d12_rep2,200,0.95,H9N2_PA,2151,2151,0,0.0,NO,0.0,0.401673640167364
